9502-86 Ave NW, 53.5219894, -113.4732867
8750-83 Ave NW, 53.5191223285714, -113.463773828571
8726-83 Ave NW, 53.5191263142857, -113.462672614286
8741-84 Ave NW, 53.51995740625, -113.46306888125
8735-84 Ave NW, 53.5199593, -113.4628106
8725-84 Ave NW, 53.51996245625, -113.46238013125
8707-84 Ave NW, 53.5199681375, -113.4616052875
8711-84 Ave NW, 53.519966875, -113.461777475
8536-84 Ave NW, 53.5201512666667, -113.460152033333
8532-84 Ave NW, 53.5201496833333, -113.459949391667
8526-84 Ave NW, 53.5201473083333, -113.459645429167
8522-84 Ave NW, 53.520145725, -113.4594427875
8544-84 Ave NW, 53.5201544333333, -113.460557316667
8406-85 St NW, 53.5203956594599, -113.458537114801
9319-93 St NW, 53.5298956397124, -113.469745532757
9315-93 St NW, 53.5297032753319, -113.469746658811
8936-83 Ave NW, 53.5191299066667, -113.466090926667
8954-83 Ave NW, 53.5191312866667, -113.466830846667
8931-84 Ave NW, 53.51995253, -113.465184223333
8945-84 Ave NW, 53.519952145, -113.465489435
8308 89 St NW, 53.51935855, -113.464683350863
8516-89 St NW, 53.5211787454545, -113.463997003636
8727-84 Ave NW, 53.519961825, -113.462466225
9244 95 St NW, 53.5284892, -113.473241033333
9216-95 St NW, 53.5275925, -113.47324115
9218-95 St NW, 53.52765655, -113.473241141667
9240-95 St NW, 53.5283611, -113.47324105
8544-83 Ave NW, 53.5191306689655, -113.460382765517
8556-83 Ave NW, 53.5191303172414, -113.460914241379
8516-83 Ave NW, 53.5191314896552, -113.459142655172
9321-84 Ave NW, 53.5198848, -113.47080945
9320-83 Ave NW, 53.5190994336814, -113.470825463348
9323-84 Ave NW, 53.5198852333333, -113.470860933333
9020-89 St NW, 53.5256603333333, -113.463964133333
9230 91 St NW, 53.5279003066667, -113.46699561
8935 84 Ave NW, 53.51995242, -113.465271426667
9524 86 Ave NW, 53.5219484058823, -113.473795647059
9003 93 St NW, 53.5253909, -113.4696313
9112 89 St NW, 53.5261937181818, -113.463968463636
8749 84 Ave NW, 53.51995488125, -113.46341325625
8527 84 Ave NW, 53.519950136, -113.459719236
9511 88 Ave NW, 53.5233341466667, -113.473454086667
8527 84 Ave NW, 53.519950136, -113.459719236
8540 84 Av NW, 53.52015285, -113.460354675
9307 92 St NW, 53.5291532, -113.46819756
8546-83 Ave NW, 53.5191306103448, -113.460471344828
9051 90 St NW, 53.5267362285714, -113.465179942857
9319 88 Ave NW, 53.5233230153846, -113.470932146154
9321-88 Ave NW, 53.5233230923077, -113.471003676923
8515-85 Ave NW, 53.5209062241946, -113.460523799364
8749-84 Ave NW, 53.51995488125, -113.46341325625
9413 88 Ave NW, 53.5233267333333, -113.471904733333
9315-88 Ave NW, 53.5233228615385, -113.470789084615
9305-88 Ave NW, 53.5233224769231, -113.470431430769
9429-88 Ave NW, 53.5233311066667, -113.472641746667
9239-91 St NW, 53.5282354419355, -113.466687593548
8830-93 St NW, 53.5242597645161, -113.469935751613
8830-93 St NW, 53.5242597645161, -113.469935751613
8814-93 St NW, 53.5238566419355, -113.469935493548
8822-93 St NW, 53.5240582032258, -113.469935622581
9301 93 St NW, 53.52903, -113.4697506
9055-94 St NW, 53.52672912, -113.47124186
9312-83 Ave NW, 53.5190953444096, -113.470630870402
9316-83 Ave NW, 53.5190976270495, -113.470728159683
9031-94 St NW, 53.52610548, -113.47123634
8549-84 Ave NW, 53.519948244, -113.460775544
9503-94 Ave NW, 53.53060658, -113.473441326667
9322 94 St NW, 53.529521483871, -113.471647093548
9111-84 Ave NW, 53.5199457833333, -113.46804795
9117-84 Ave NW, 53.5199439708333, -113.4683346375
9141-84 Ave NW, 53.5199367208333, -113.4694813875
9535-88 Ave NW, 53.5233348866667, -113.473960446667
9013-95 St NW, 53.52563765, -113.47291045
8828-85 Ave NW, 53.52100905625, -113.46336873125
8824-85 Ave NW, 53.52100909375, -113.46320541875
8548-88 St NW, 53.52149662, -113.46222936
9510-86 Ave NW, 53.5219499294118, -113.473462035294
9320-86 Ave NW, 53.5219560592593, -113.471086407407
9332-86 Ave NW, 53.5219549037037, -113.471631362963
9346-86 Ave NW, 53.5219535555556, -113.472267144444
8739-85 Ave NW, 53.5208961827783, -113.46240557939
9023-95 St NW, 53.5258976, -113.4729149
9237 95 St NW, 53.5281633862069, -113.472934875862
9227 95 St NW, 53.5278988344828, -113.472934910345
9223 95 St NW, 53.5277930137931, -113.472934924138
9059 93 St NW, 53.52683206, -113.46964334
9055 93 St NW, 53.52672912, -113.46964248
9004-92 St NW, 53.5254363709677, -113.46848923871
8562 88 St NW, 53.5216371354545, -113.462228965455
8847 94 st NW, 53.5246901933333, -113.471223926667
9306 92 St NW, 53.5290799266667, -113.468503613333
9310 92 St NW, 53.52918578, -113.46850384
9314 92 St NW, 53.5292916333333, -113.468504066667
9318 92 St NW, 53.5293974866667, -113.468504293333
9322 92 St NW, 53.52950334, -113.46850452
9326 92 St NW, 53.5296091933333, -113.468504746667
9330 92 St NW, 53.5297150466667, -113.468504973333
9309 93 St NW, 53.5294147287611, -113.469748347892
9311 93 St NW, 53.5295109109513, -113.469747784865
9313 93 St NW, 53.5296070931416, -113.469747221838
9323 93 St NW, 53.5300666719566, -113.469703679509
9325 93 St NW, 53.5301219039675, -113.469624934632
9327 93 St NW, 53.5301771359783, -113.469546189755
9203 Connors Rd NW, 53.5298973, -113.4685615
9207 Connors Rd NW, 53.52997614, -113.46870576
9211 Connors Rd NW, 53.53005498, -113.46885002
9215 Connors Rd NW, 53.53013382, -113.46899428
9219 Connors Rd NW, 53.53021266, -113.46913854
9204 93 Ave NW, 53.5289816, -113.4685799
9223 93 St NW, 53.5276633117647, -113.469741123529
9319 94 St NW, 53.529433525, -113.47134015
9042 90 St NW, 53.5265925153846, -113.465485676923
